[2025-05-17 16:12:52,754] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.38.230 (channelId=172.23.38.230:9094-172.23.38.230:48684-3-2) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:20:19,253] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000000027712-0000000004 because we have waited at least 60 minute(s). (org.apache.kafka.image.publisher.SnapshotGenerator)
[2025-05-17 16:20:19,290] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000000027712-0000000004 (org.apache.kafka.image.publisher.SnapshotEmitter)
[2025-05-17 16:25:16,280] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41082-4-2) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:17,194] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41083-5-2) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:18,091] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41084-3-3) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:19,005] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41085-4-3) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:19,902] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41088-5-3) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:20,808] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41089-3-4) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:21,718] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41090-4-4) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:22,634] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41091-5-4) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:23,530] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41092-3-5) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:24,426] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41093-4-5) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:25,350] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41094-5-5) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:26,249] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41095-3-6) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:27,151] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41096-4-6) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:28,074] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41097-5-6) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:28,983] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41098-3-7) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:29,884] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41099-4-7) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:30,787] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41100-5-7) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:31,700] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41102-3-8) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:32,603] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41104-4-8) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:33,515] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41108-5-8) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:34,425] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41109-3-9) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:35,332] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41111-4-9) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:39,830] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41112-5-9) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:40,736] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41113-3-10) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:41,652] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41116-4-10) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
[2025-05-17 16:25:42,556] INFO [SocketServer listenerType=BROKER, nodeId=1] Failed authentication with /172.23.32.1 (channelId=172.23.38.230:9094-172.23.32.1:41117-5-10) (SSL handshake failed) (org.apache.kafka.common.network.Selector)
